title,link
বায়োফ্লক প্রযুক্তিতে মাছ চাষ : ৪ মাসে ১০টি ট্যাংক থেকে ১০ লক্ষ টাকার বেশি আয় ! Biofloc fish farming,https://www.youtube.com/watch?v=g4AYil5--70
বায়োফ্লক পদ্ধতিতে মাছ চাষ ছড়িয়ে পড়ছে বাংলাদেশে  | Shykh Seraj | Channel i |,https://www.youtube.com/watch?v=qj5yAoxQZH8
"বায়োফ্লকে ১০,০০০ লিটার ট্যাংকে অায় ব্যয়ের হিসাব।।বায়োফ্লক শুরু করতে যত টাকা লাগে।।",https://www.youtube.com/watch?v=OL59MkPRxxI
Indoor fish farming | ঘরের ভেতর মাছ চাষ | Shykh Seraj | Channel i |,https://www.youtube.com/watch?v=7LhgH63p02o
২য়) AABD64 বায়োফ্লকে নামার আগে এর বায়ো-সিকিউরিটি সম্পর্কে জেনে নিন (পার্ট-২) Biofloc Fish Culture,https://www.youtube.com/watch?v=gLG9yA2H4XM
আর এ এস ফিশ ফার্ম নিউ আধুনিক প্রজেক্ট। Ras fish farm new project.Agro tech bd. Contact-01823867027.,https://www.youtube.com/watch?v=9X6bpLj7_gw
মাছ চাষের পরিস্থিতি | গফরগাঁওয়ের ফকরুল | একটি লাভজনক ফিশ ফার্ম | লাভফল মছলি ফার্ম,https://www.youtube.com/watch?v=hnVHOuOEEUw
সহজ পদ্ধতিতে ঘরের ভিতরে মাছ চাষ।রুবেল মিয়া...Mach Bari,https://www.youtube.com/watch?v=6Pfjpo_yLWk
বায়োফ্লক নয়। সহজ পদ্ধতিতে মাছ চাষ। নতুন আইডিয়া মাছ চষে। বাংলাদেশে এই প্রথম। ১৫ লক্ষ লিটার মাছের বাড়ি,https://www.youtube.com/watch?v=BTnJ2FMUkNM
"Deepto Krishi/দীপ্ত কৃষি - ঘরের ভিতর মাছ চাষ, পর্ব ৫৪০",https://www.youtube.com/watch?v=1B2vgTwhMRs
সহজ পদ্ধতিতে হাউজে মাছ চাষ || ট্যাংকের মধ্যে কই মাছ চাষ || সোনার বাংলা কৃষি //,https://www.youtube.com/watch?v=ZWhV8u5Gk3k
দেশি শিং মাছের চাষ পদ্ধতি | বায়োফ্লকে চাষের ফলন যোগাযোগ- 01854805743 পুকুরে শিং মাছের পোনা চাষ |,https://www.youtube.com/watch?v=ihGzRjnkwig
বায়োফ্লক আর এস অক্সিজেন  ছাড়া মাছ চাষ ৯ |বাড়ির উঠানে সল্প জায়গাতে মাছ চাষ | মাছওয়ালা The Fisherman,https://www.youtube.com/watch?v=y-Idexixw7g
কিভাবে চাষ করলে প্রতিটি শিং মাছের ওজন ১০০ গ্রাম করতে পারবেন |How to Cultivate Catfish for big size,https://www.youtube.com/watch?v=0qPdl8YSaeo
সহজ পদ্ধতিতে মাছ চাষ। বায়োফ্লক ছাড়াই আবিষ্কার।  ১৫ লক্ষ লিটার পানির মাছ বাড়ি রুবেল মিয়া Mach Bari,https://www.youtube.com/watch?v=jBOrg9Bu63g
বায়োফ্লক শিং মাছ হারভেস্টিং লাভ কত ? | বায়োফ্লক পদ্ধতিতে মাছ চাষ | Biofloc fish farming,https://www.youtube.com/watch?v=kGVoH5EkkwQ
RAS দেশীয় প্রযুক্তিতে ট্যাংকের সাইজ/RAS tank size in indigenous system.,https://www.youtube.com/watch?v=1Q6Ntyt3LhE
বায়োফ্লক বা অক্সিজেন  ছড়াই বাসায় শিং মাছ চাষ ২| বাড়ির উঠানে শিং মাছ চাষ |  মাছওয়ালা The Fisherman,https://www.youtube.com/watch?v=IMS5wFMH6SQ
বায়োফ্লকে গ্রিন হাউজ কিভাবে কাজ করে। Green house in biofloc,https://www.youtube.com/watch?v=_Jw1HkjSIAA
